0,6635.59327553,-4538.02312816,0,7294.08072915,-1563.27135263,0,road
1,8175.71230686,-1806.54690328,0,6554.60580079,-1359.22220678,0,road
3,6635.59327553,-4538.02312816,0,5809.94304395,-4931.80242461,0,road
8,-1457.25387522,3913.70739348,0,-1924.74839938,386.996125610,0,road
9,1214.11023568,-3869.42219195,0,-99.6416680825,-6988.93248915,0,road
10,-6005.81054523,-109.317446790,0,-8728.02813304,55.9162966999,0,road
11,12710.3069779,8310.16689938,0,3363.98922174,7542.40250912,0,road
12,3363.98922174,7542.40250912,0,-208.109736527,7250.58380841,0,road
13,-208.109736527,7250.58380841,0,-552.380272984,6731.35303660,0,road
14,-552.380272984,6731.35303660,0,-1185.94069198,5123.06274733,0,road
15,-1185.94069198,5123.06274733,0,-1457.25387522,3913.70739348,0,road
16,-4991.08830161,-1252.58225931,0,-6005.81054523,-109.317446790,0,road
17,-6005.81054523,-109.317446790,0,-6832.69101209,1776.03783415,0,road
18,-6832.69101209,1776.03783415,0,-6966.38056030,2469.32243432,0,road
19,-6966.38056030,2469.32243432,0,-6677.09655932,3558.38166744,0,road
20,-6677.09655932,3558.38166744,0,-6074.07515816,4362.56820723,0,road
21,-6074.07515816,4362.56820723,0,-5843.36034169,5036.90503033,0,road
22,-5843.36034169,5036.90503033,0,-5939.66732002,6892.01697977,0,road
23,-208.109736527,7250.58380841,0,-5939.66732002,6892.01697977,0,road
24,-6832.69101209,1776.03783415,0,-7853.93321954,1328.61330514,0,road
25,-7853.93321954,1328.61330514,0,-8728.02813304,55.9162966999,0,road
26,-8728.02813304,55.9162966999,0,-9232.11182518,-938.602570877,0,road
27,-7539.49322578,-1574.05828348,0,-9232.11182518,-938.602570877,0,road
28,-6822.81192802,-1843.12021209,0,-7539.49322578,-1574.05828348,0,road
29,-6177.85026417,-2405.84323196,0,-6822.81192802,-1843.12021209,0,road
30,-3173.09120655,-2139.38251986,0,-4991.08830161,-1252.58225931,0,road
31,-2352.69734303,-2395.77022109,0,-3173.09120655,-2139.38251986,0,road
32,-1924.74839938,386.996125610,0,-2352.69734303,-2395.77022109,0,road
33,375.671597923,-3313.40418175,0,-2352.69734303,-2395.77022109,0,road
34,1044.83004182,-3557.05880515,0,1214.11023568,-3869.42219195,0,road
35,1044.83004182,-3557.05880515,0,375.671597923,-3313.40418175,0,road
36,-3173.09120655,-2139.38251986,0,-3778.88531625,-5308.16809346,0,road
37,-2352.69734303,-2395.77022109,0,-2880.50702859,-5614.01686167,0,road
38,-2880.50702859,-5614.01686167,0,-3778.88531625,-5308.16809346,0,road
39,-3778.88531625,-5308.16809346,0,-6267.81735817,-4540.40753919,0,road
40,-6267.81735817,-4540.40753919,0,-7143.61954524,-4161.80559820,0,road
41,-8060.25956554,-3054.91430724,0,-8263.69639741,-3834.48322065,0,road
42,-7143.61954524,-4161.80559820,0,-8263.69639741,-3834.48322065,0,road
43,-7242.88118654,-7781.49494824,0,-6342.64892535,-7853.56874321,0,road
44,-6342.64892535,-7853.56874321,0,-6267.81735817,-4540.40753919,0,road
45,-8060.25956554,-3054.91430724,0,-8988.39209623,-2559.73342160,0,road
46,-8988.39209623,-2559.73342160,0,-9519.14649122,-2468.25068378,0,road
47,-9232.11182518,-938.602570877,0,-9519.14649122,-2468.25068378,0,road
48,-9519.14649122,-2468.25068378,0,-9702.50386274,-3414.01753610,0,road
49,-8263.69639741,-3834.48322065,0,-9702.50386274,-3414.01753610,0,road
50,-9702.50386274,-3414.01753610,0,-9876.69837947,-3760.68608314,0,road
51,-9876.69837947,-3760.68608314,0,-12109.1220522,-3303.89007891,0,road
52,-12109.1220522,-3303.89007891,0,-12382.4886618,-4436.08088708,0,road
53,-12382.4886618,-4436.08088708,0,-12414.9939900,-5056.20623161,0,road
54,-12414.9939900,-5056.20623161,0,-13155.9204011,-4889.07167375,0,road
55,-12414.9939900,-5056.20623161,0,-12055.6152455,-5113.69521873,0,road
56,-9876.69837947,-3760.68608314,0,-10673.8171516,-5334.73826605,0,road
57,-10673.8171516,-5334.73826605,0,-12055.6152455,-5113.69521873,0,road
58,-10673.8171516,-5334.73826605,0,-11259.5664420,-6378.27040099,0,road
59,-11259.5664420,-6378.27040099,0,-9728.36442971,-6352.66746152,0,road
60,-11259.5664420,-6378.27040099,0,-11277.2386179,-7601.61085128,0,road
61,-11277.2386179,-7601.61085128,0,-12268.9624435,-7550.04581842,0,road
62,-12268.9624435,-7550.04581842,0,-13049.4429256,-7509.46621112,0,road
63,-13155.9204011,-4889.07167375,0,-13145.9594869,-6541.67331106,0,road
64,-13145.9594869,-6541.67331106,0,-13049.4429256,-7509.46621112,0,road
65,-9470.06396136,-7675.04760252,0,-11277.2386179,-7601.61085128,0,road
66,-9728.36442971,-6352.66746152,0,-9470.06396136,-7675.04760252,0,road
67,-7242.88118654,-7781.49494824,0,-9470.06396136,-7675.04760252,0,road
68,-9728.36442971,-6352.66746152,0,-9493.50817535,-6348.74047447,0,road
69,-9493.50817535,-6348.74047447,0,-9376.23645692,-5174.21910983,0,road
70,-9376.23645692,-5174.21910983,0,-9423.72922497,-3493.14004498,0,road
71,-6342.64892535,-7853.56874321,0,-4437.83664063,-7927.28536151,0,road
72,-4437.83664063,-7927.28536151,0,-3173.67612090,-7992.98498858,0,road
73,-4437.83664063,-7927.28536151,0,-4403.73645692,-7488.71910983,0,road
74,-4403.73645692,-7488.71910983,0,-4624.56661243,-7026.13804722,0,road
75,-3778.88531625,-5308.16809346,0,-4121.42440496,-5884.72189848,0,road
76,-4624.56661243,-7026.13804722,0,-4121.42440496,-5884.72189848,0,road
77,-3173.67612090,-7992.98498858,0,-2880.50702859,-5614.01686167,0,road
78,3363.98922174,7542.40250912,0,3446.32430021,3360.49353185,0,road
79,3446.32430021,3360.49353185,0,3659.64335283,1529.15374058,0,road
80,3659.64335283,1529.15374058,0,3540.17787524,311.908016553,0,road
81,4331.26354308,-1130.21910983,0,3540.17787524,311.908016553,0,road
82,-99.6416680825,-6988.93248915,0,-345.042588857,-8169.80520732,0,road
83,-345.042588857,-8169.80520732,0,-3173.67612090,-7992.98498858,0,road
84,4331.26354308,-1130.21910983,0,4833.61634936,-961.030301262,0,road
85,1257.86637904,-1151.04913994,0,2048.80227888,210.350976065,0,road
