86,1214.11023568,-3869.42219195,0,2014.07384762,-4036.14509335,0,road
87,2014.07384762,-4036.14509335,0,2290.91176657,-3476.47982016,0,road
88,2290.91176657,-3476.47982016,0,2935.24563922,-1684.48126474,0,road
89,2935.24563922,-1684.48126474,0,1257.86637904,-1151.04913994,0,road
90,2935.24563922,-1684.48126474,0,3354.91700319,-454.347081658,0,road
91,2014.07384762,-4036.14509335,0,1977.06451855,-4351.50487242,0,road
92,1977.06451855,-4351.50487242,0,3780.77570769,-4814.51320793,0,road
93,3780.77570769,-4814.51320793,0,4028.11348352,-3797.97592631,0,road
94,4028.11348352,-3797.97592631,0,2290.91176657,-3476.47982016,0,road
95,4833.61634936,-961.030301262,0,5848.17351581,-1554.56165066,0,road
96,5303.78603768,-5240.49585480,0,5422.90670133,-4613.97197812,0,road
97,5303.78603768,-5240.49585480,0,3780.77570769,-4814.51320793,0,road
98,4712.76328983,-8344.26641650,0,5303.78603768,-5240.49585480,0,road
99,-345.042588857,-8169.80520732,0,4712.76328983,-8344.26641650,0,road
100,6586.52664006,-8380.68611402,0,4712.76328983,-8344.26641650,0,road
101,8850.09036943,-8407.73080688,0,6586.52664006,-8380.68611402,0,road
102,8850.09036943,-8407.73080688,0,11504.8605561,-8427.21922882,0,road
103,8850.09036943,-8407.73080688,0,8836.96305476,-7091.00209877,0,road
104,11504.8605561,-8427.21922882,0,11761.4440047,-4827.70548413,0,road
105,11761.4440047,-4827.70548413,0,11860.0640676,-3444.20131017,0,road
106,11860.0640676,-3444.20131017,0,10962.0724184,-3599.71367254,0,road
107,10962.0724184,-3599.71367254,0,10733.1169284,-3465.43969720,0,road
108,10733.1169284,-3465.43969720,0,9936.32520232,-2700.61067359,0,road
109,9936.32520232,-2700.61067359,0,9013.43413567,-2569.56205503,0,road
110,9013.43413567,-2569.56205503,0,8175.71230686,-1806.54690328,0,road
111,6554.60580079,-1359.22220678,0,5848.17351581,-1554.56165066,0,road
112,8818.92052014,-5292.33563486,0,9521.50412779,-4529.02291845,0,road
113,9521.50412779,-4529.02291845,0,10733.1169284,-3465.43969720,0,road
114,8818.92052014,-5292.33563486,0,8824.82861556,-5873.86326547,0,road
115,8824.82861556,-5873.86326547,0,6997.02566901,-7476.04107118,0,road
116,8824.82861556,-5873.86326547,0,8836.96305476,-7091.00209877,0,road
117,11860.0640676,-3444.20131017,0,12130.4671923,349.183530743,0,road
118,12130.4671923,349.183530743,0,11754.0257483,468.888656986,0,road
119,11754.0257483,468.888656986,0,10845.7337893,723.196995400,0,road
120,10845.7337893,723.196995400,0,8175.71230686,-1806.54690328,0,road
121,12130.4671923,349.183530743,0,12710.3069779,8310.16689938,0,road
122,1257.86637904,-1151.04913994,0,375.671597923,-3313.40418175,0,road
123,6137.95705163,-5201.16430886,0,6997.02566901,-7476.04107118,0,green
123,6997.02566901,-7476.04107118,0,6586.52664006,-8380.68611402,0,green
123,5422.90670133,-4613.97197812,0,4331.26354308,-1130.21910983,0,green
123,-7143.61954524,-4161.80559820,0,-7386.66594140,-6819.11507218,0,green
123,-1924.74839938,386.996125610,0,-2754.31992099,363.527506236,0,green
123,-2754.31992099,363.527506236,0,-3364.28640003,145.272149982,0,green
123,-6177.85026417,-2405.84323196,0,-6652.57297180,-2858.61781240,0,green
123,-4991.08830161,-1252.58225931,0,-6177.85026417,-2405.84323196,0,green
123,-7386.66594140,-6819.11507218,0,-7242.88118654,-7781.49494824,0,green
123,1544.96384353,355.891384127,0,-1924.74839938,386.996125610,0,green
123,1544.96384353,355.891384127,0,2048.80227888,210.350976065,0,green
123,2048.80227888,210.350976065,0,2596.48765257,-26.9869783215,0,green
123,2596.48765257,-26.9869783215,0,3354.91700319,-454.347081658,0,green
123,3354.91700319,-454.347081658,0,4331.26354308,-1130.21910983,0,green
123,5422.90670133,-4613.97197812,0,6137.95705163,-5201.16430886,0,green
123,-3364.28640003,145.272149982,0,-4991.08830161,-1252.58225931,0,green
123,-7143.61954524,-4161.80559820,0,-6652.57297180,-2858.61781240,0,green
